laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_IDR,HDD,SSD,Flash Storage,Hybrid,Memory_2,Touchscreen,IPS,TypeResolution,x_res,y_res
333,Asus,VivoBook S15,Ultrabook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 940MX,Windows 10,1.7,17848300.0,0,1,0,0,0,0,0,1,1920,1080
334,HP,Elitebook 820,Ultrabook,12.5,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.26,22695000.0,0,1,0,0,0,0,0,1,1920,1080
335,Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1000,Nvidia GeForce GTX 1050,Windows 10,2.06,44863000.0,0,1,0,0,0,1,0,3,3840,2160
336,MSI,GL72M 7REX,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,20383000.0,1,1,0,0,1000,0,0,1,1920,1080
337,Toshiba,Satellite Pro,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,2.0,16031000.0,0,1,0,0,0,0,1,1,1920,1080
338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,2.0,22678000.0,1,1,0,0,1000,0,0,1,1920,1080
339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,1000,Intel HD Graphics 520,Windows 10,1.85,7633000.0,1,0,0,0,0,0,0,1,1920,1080
340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,2.5,16983000.0,0,1,0,0,0,0,0,1,1920,1080
341,HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,1.48,21556000.0,0,1,0,0,0,0,0,1,1920,1080
342,Dell,Inspiron 7570,Ultrabook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,128,Nvidia GeForce 940MX,Windows 10,1.9,17833000.0,1,1,0,0,1000,0,1,1,1920,1080
343,HP,Elitebook 850,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.84,19448000.0,0,1,0,0,0,0,0,1,1920,1080
344,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000,Intel HD Graphics 500,Linux,2.0,4674830.0,1,0,0,0,0,0,0,0,1366,768
345,Dell,Inspiron 7570,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Nvidia GeForce 940MX,Windows 10,2.0,19426750.0,0,1,0,0,0,0,0,1,1920,1080
346,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500,Intel HD Graphics,Linux,2.2,4673300.0,1,0,0,0,0,0,0,0,1366,768
347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD A12-Series 9720P 3.6GHz,12,2000,AMD Radeon 530,Windows 10,2.2,15283000.0,1,0,0,0,0,0,0,1,1920,1080
348,HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i3 7100U 2.4GHz,8,1000,Nvidia GeForce 930MX ,Windows 10,2.1,12172000.0,1,0,0,0,0,0,1,1,1920,1080
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,Intel Core i7 8550U 1.8GHz,16,512,Intel UHD Graphics 620,Windows 10,1.4,35683000.0,0,1,0,0,0,1,1,3,3840,2160
350,Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,256,Intel UHD Graphics 620,Windows 10,1.2,26843000.0,0,1,0,0,0,0,0,1,1920,1080
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,19193000.0,1,1,0,0,2000,0,1,1,1920,1080
352,HP,Stream 14-AX001nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Windows 10,1.44,4743000.0,0,0,1,0,0,0,0,0,1366,768
353,Dell,Latitude 5590,Ultrabook,15.6,1920x1080,Intel Core i7 8650U 1.9GHz,16,512,Intel UHD Graphics 620,Windows 10,1.88,27335320.0,0,1,0,0,256,0,0,1,1920,1080
354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.5,6375000.0,0,0,1,0,0,1,0,0,1366,768
355,Dell,Inspiron 5570,Ultrabook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,1000,AMD Radeon 530,Windows 10,1.9,11271000.0,1,0,0,0,0,0,0,1,1920,1080
356,Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050,Windows 10,2.06,34466140.0,0,1,0,0,0,1,0,3,3840,2160
357,HP,Elitebook 850,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.84,22168000.0,0,1,0,0,0,0,0,1,1920,1080
358,MSI,GP72MVR 7RFX,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1060,Windows 10,2.7,23953000.0,1,1,0,0,1000,0,0,1,1920,1080
359,HP,Zbook 15,Workstation,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M1200,Windows 10,2.6,29550590.0,0,1,0,0,0,0,0,1,1920,1080
360,Toshiba,Tecra A50-C-21G,Notebook,15.6,1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Nvidia GeForce 930M,Windows 10,2.4,23851000.0,0,1,0,0,0,0,1,1,1920,1080
361,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,128,AMD Radeon 530,Windows 10,2.02,16505300.0,1,1,0,0,2000,0,0,1,1920,1080
362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000,Intel HD Graphics 500,No OS,2.2,5473830.0,1,0,0,0,0,0,0,0,1366,768
363,Dell,Inspiron 7577,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1000,Nvidia GeForce GTX 1050,Windows 10,2.65,16983000.0,1,0,0,0,0,0,0,1,1920,1080
364,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,2000,Intel HD Graphics 620,Windows 10,2.36,9475290.0,1,0,0,0,0,1,0,0,1366,768
365,Dell,Latitude 7480,Notebook,14.0,1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,1.36,24259000.0,0,1,0,0,0,0,0,1,1920,1080
366,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,1.86,7463000.0,1,0,0,0,0,0,0,0,1366,768
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,2.0,16065000.0,0,1,0,0,0,0,0,1,1920,1080
368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,128,Nvidia GeForce GTX 940MX,Windows 10,2.8,12223000.0,1,1,0,0,1000,0,0,0,1600,900
369,HP,250 G6,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,8,1000,Intel HD Graphics 620,Windows 10,1.86,10863000.0,1,0,0,0,0,0,0,1,1920,1080
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256,Nvidia GeForce 920MX ,No OS,2.2,8483000.0,0,1,0,0,0,0,0,0,1366,768
371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2000,Intel HD Graphics 405,Windows 10,2.04,6613000.0,1,0,0,0,0,0,0,0,1366,768
372,Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i5 8250U 1.6GHz,8,128,AMD Radeon 530,Windows 10,2.8,18445000.0,1,1,0,0,1000,0,0,1,1920,1080
373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128,Nvidia GeForce GTX 1050,No OS,2.4,13753000.0,1,1,0,0,1000,0,1,1,1920,1080
374,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,AMD Radeon R7 M445,Windows 10,2.33,15283000.0,0,1,0,0,0,0,0,1,1920,1080
375,HP,Elitebook 1040,Ultrabook,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.36,29750000.0,0,1,0,0,0,0,1,1,1920,1080
376,Asus,ZenBook Flip,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,12,512,Nvidia GeForce GT 940MX,Windows 10,2.26,18683000.0,1,1,0,0,2000,1,0,1,1920,1080
377,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128,AMD Radeon R5,Windows 10,2.1,7242000.0,0,1,0,0,0,0,0,0,1366,768
378,Asus,Rog Strix,Gaming,17.3,1920x1080,AMD Ryzen 1700 3GHz,16,256,AMD Radeon RX 580,Windows 10,3.25,37383000.0,1,1,0,0,1000,0,1,1,1920,1080
379,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4,128,AMD Radeon R5,Windows 10,2.6,8313000.0,0,1,0,0,0,0,0,0,1600,900
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U 1.8GHz,8,256,Intel UHD Graphics 620,Windows 10,1.62,14773170.0,0,1,0,0,0,1,0,1,1920,1080
381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,1920x1080,AMD A9-Series 9420 3GHz,4,256,AMD Radeon R5,Windows 10,1.91,8312830.0,0,1,0,0,0,0,0,1,1920,1080
382,Lenovo,Yoga 11e,Netbook,11.6,1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128,Intel HD Graphics 500,Windows 10,1.59,9401000.0,0,1,0,0,0,0,1,0,1366,768
383,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4,500,Intel HD Graphics 400,Windows 10,1.8,5253000.0,1,0,0,0,0,0,0,0,1366,768
384,Asus,VivoBook E403NA,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.5,4862000.0,0,0,1,0,0,0,0,0,1366,768
385,Acer,Aspire 7,Notebook,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000,Nvidia GeForce GTX 1050,Linux,2.4,14382000.0,1,0,0,0,0,0,0,1,1920,1080
386,HP,Omen 17-w212nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050,Windows 10,3.35,20247000.0,1,1,0,0,1000,0,1,1,1920,1080
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,No OS,1.85,6859500.0,0,1,0,0,0,0,0,1,1920,1080
388,Asus,ROG Strix,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1060,Windows 10,2.3,28135000.0,1,1,0,0,1000,0,1,1,1920,1080
389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 940MX,Windows 10,1.5,18683000.0,0,1,0,0,0,0,1,1,1920,1080
390,Asus,Zenbook Flip,Ultrabook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.1,29731300.0,0,1,0,0,0,1,0,1,1920,1080
391,Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.13,38794000.0,0,1,0,0,0,0,1,0,2560,1440
392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows 10,1.5,9333000.0,0,1,0,0,0,0,1,1,1920,1080
393,Dell,Precision 3510,Workstation,15.6,1920x1080,Intel Core i5 6440HQ 2.6GHz,8,500,AMD FirePro W5130M,Windows 10,2.23,23273000.0,1,0,0,0,0,0,0,1,1920,1080
394,Dell,Precision 5520,Workstation,15.6,1920x1080,Intel Core i7 6820HQ 2.7GHz,8,256,Nvidia Quadro M1200,Windows 10,2.0,36295000.0,0,1,0,0,0,0,1,1,1920,1080
395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.42,42653000.0,0,1,0,0,0,1,0,0,2560,1440
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000,Nvidia GeForce GTX 1050,Windows 10,3.0,17663000.0,1,0,0,0,0,0,0,1,1920,1080
397,Asus,Rog GL753VE-GC070T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,27047000.0,1,1,0,0,1000,0,0,1,1920,1080
399,Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i5 8250U 1.6GHz,12,1000,Nvidia GeForce MX130,Windows 10,2.2,11797830.0,1,0,0,0,0,0,1,0,1366,768
400,MSI,Leopard GP72M,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,22933000.0,0,1,0,0,0,0,0,1,1920,1080
401,Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,AMD Radeon R7 M445,Linux,2.33,13240790.0,0,1,0,0,0,0,0,1,1920,1080
402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,1920x1080,AMD A9-Series 9420 3GHz,4,256,AMD Radeon 520,Windows 10,1.91,8483000.0,0,1,0,0,0,0,0,1,1920,1080
403,Lenovo,ThinkPad E580,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,256,AMD Radeon RX 550,Windows 10,2.1,20902520.0,0,1,0,0,0,0,1,1,1920,1080
404,Lenovo,ThinkPad L470,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.9,15946000.0,0,1,0,0,0,0,1,1,1920,1080
405,Dell,Precision M5520,Workstation,15.6,3840x2160,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M1200,Windows 10,1.78,46104000.0,0,1,0,0,0,1,0,3,3840,2160
406,Lenovo,Thinkpad X1,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,16,1000,Intel HD Graphics 620,Windows 10,1.13,44625000.0,0,1,0,0,0,0,1,0,2560,1440
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1000,Intel HD Graphics 500,Windows 10,2.2,5202000.0,1,0,0,0,0,0,0,0,1366,768
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1050,Windows 10,2.9,25993000.0,1,1,0,0,1000,0,0,1,1920,1080
409,Lenovo,ThinkPad E580,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,8,256,AMD Radeon RX 550,Windows 10,2.1,19456500.0,1,1,0,0,1000,0,1,1,1920,1080
410,Acer,Aspire 7,Notebook,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1050,Linux,2.5,14943000.0,0,1,0,0,0,0,0,1,1920,1080
411,MSI,GE73VR 7RF,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1070,Windows 10,2.8,38233000.0,1,1,0,0,1000,0,0,1,1920,1080
412,Asus,Zenbook 3,Ultrabook,14.0,1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,1.1,31841000.0,0,1,0,0,0,0,0,1,1920,1080
413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,1920x1080,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,1.2,29699000.0,0,1,0,0,0,0,0,1,1920,1080
414,Dell,Latitude 7480,Ultrabook,14.0,1920x1080,Intel Core i7 7600U 2.8GHz,8,512,Intel HD Graphics,Windows 10,1.36,28560000.0,0,1,0,0,0,0,0,1,1920,1080
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,2.2,6953000.0,1,0,0,0,0,0,0,1,1920,1080
416,Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32,Intel HD Graphics 500,Windows 10,1.15,5175650.0,0,0,1,0,0,0,0,0,1366,768
417,Lenovo,ThinkPad P51,Workstation,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512,Nvidia Quadro M1200,Windows 10,2.67,32725000.0,0,1,0,0,0,0,0,1,1920,1080
418,Lenovo,Thinkpad T470p,Ultrabook,14.0,2560x1440,Intel Core i7 7700HQ 2.8GHz,8,512,Nvidia GeForce GT 940MX,Windows 10,1.7,33031000.0,0,1,0,0,0,0,1,1,2560,1440
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,4,1000,AMD Radeon 520,Windows 10,2.1,7973000.0,1,0,0,0,0,0,0,1,1920,1080
420,Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.6,13413170.0,0,1,0,0,0,1,1,1,1920,1080
421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.27,15776000.0,0,1,0,0,0,1,1,1,1920,1080
422,Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,4,256,AMD Radeon R5 M430,Linux,2.3,10181300.0,0,1,0,0,0,0,0,1,1920,1080
423,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Windows 10,1.65,11713000.0,0,1,0,0,0,0,0,0,1366,768
424,HP,EliteBook 1040,Ultrabook,14.0,1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.43,25500000.0,0,1,0,0,0,0,0,1,1920,1080
425,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1000,Intel HD Graphics 620,Windows 10,2.14,9179150.0,1,0,0,0,0,0,0,0,1366,768
426,Lenovo,ThinkPad E480,Ultrabook,14.0,1920x1080,Intel Core i7 8550U 1.8GHz,8,256,AMD Radeon RX 550,Windows 10,1.75,20661460.0,0,1,0,0,0,0,1,1,1920,1080
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050,Windows 10,2.0,32283000.0,0,1,0,0,0,1,1,3,3840,2160
428,Chuwi,LapBook 12.3,Notebook,12.3,2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6,64,Intel HD Graphics 500,Windows 10,1.4,7633000.0,0,0,1,0,0,0,1,0,2736,1824
429,HP,ProBook 650,Notebook,15.6,1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256,Intel HD Graphics 630,Windows 10,2.31,24259000.0,0,1,0,0,0,0,0,1,1920,1080
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,1920x1080,Intel Core i3 7100U 2.4GHz,8,1000,Nvidia GeForce 940MX,Linux,2.3,10149000.0,1,0,0,0,0,0,0,1,1920,1080
431,Dell,Alienware 17,Gaming,17.3,2560x1440,Intel Core i7 7820HK 2.9GHz,16,256,Nvidia GeForce GTX 1070,Windows 10,4.42,47583000.0,1,1,0,0,1000,0,1,0,2560,1440
432,Dell,Inspiron 7577,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,19703000.0,1,1,0,0,1000,0,1,1,1920,1080
433,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,256,AMD Radeon 530,Windows 10,2.02,19420800.0,1,1,0,0,2000,0,0,1,1920,1080
434,Dell,Latitude 5480,Ultrabook,14.0,1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Intel HD Graphics 620,Linux,1.6,18683000.0,0,1,0,0,0,0,0,1,1920,1080
435,HP,Omen 17-w207nv,Gaming,17.3,1920x1080,Intel Core i7 7700HQ 2.8GHz,12,256,Nvidia GeForce GTX 1070,Windows 10,3.35,33983000.0,1,1,0,0,1000,0,0,1,1920,1080
436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,1.16,5083000.0,0,1,0,0,0,1,1,1,1920,1080
437,Samsung,Chromebook 3,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16,Intel HD Graphics 400,Chrome OS,1.15,4573000.0,0,0,1,0,0,0,0,0,1366,768
438,Lenovo,Thinkpad 13,Notebook,13.3,1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.4,17170000.0,0,1,0,0,0,0,1,1,1920,1080
439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,1920x1080,Intel Core i3 7130U 2.7GHz,4,128,Intel HD Graphics 620,Windows 10,1.7,10183000.0,0,1,0,0,0,0,1,1,1920,1080
440,Lenovo,Thinkpad T570,Workstation,15.6,3840x2160,Intel Core i7 7600U 2.8GHz,16,512,Nvidia GeForce 940MX,Windows 10,2.3,41565000.0,0,1,0,0,0,0,1,3,3840,2160
441,Lenovo,Thinkpad P51,Notebook,15.6,1920x1080,Intel Core i7 7820HQ 2.9GHz,16,512,Nvidia Quadro M2200M,Windows 10,2.5,41633000.0,0,1,0,0,0,0,0,1,1920,1080
442,Asus,Rog Strix,Gaming,17.3,1920x1080,AMD Ryzen 1600 3.2GHz,8,256,AMD Radeon RX 580,Windows 10,3.2,28815000.0,1,1,0,0,1000,0,0,1,1920,1080
443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500,Intel HD Graphics 400,Windows 10,2.1,5899000.0,1,0,0,0,0,0,0,0,1366,768
444,Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,Intel Core i7 7Y75 1.3GHz,16,512,Intel HD Graphics 615,Chrome OS,1.1,37383000.0,0,1,0,0,0,1,0,0,2400,1600
445,Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,24,512,Intel HD Graphics 620,Windows 10,1.32,40494000.0,0,1,0,0,0,0,0,0,2560,1440
446,Asus,VivoBook Max,Notebook,15.6,1920x1080,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Linux,2.0,9503000.0,0,1,0,0,0,0,0,1,1920,1080
447,Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8,1000,AMD Radeon R4,Windows 10,2.8,8823000.0,1,0,0,0,0,0,0,0,1600,900
448,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i5 8250U 1.6GHz,4,256,AMD Radeon 530,Windows 10,2.2,12733000.0,0,1,0,0,0,0,0,1,1920,1080
449,Lenovo,ThinkPad X270,Ultrabook,12.5,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.36,24293000.0,0,1,0,0,0,0,1,1,1920,1080
450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,128,Intel HD Graphics 505,Windows 10,2.2,5933000.0,0,1,0,0,0,0,0,1,1920,1080
451,HP,Omen 15-AX205na,Gaming,15.6,1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128,Nvidia GeForce GTX 1050,Windows 10,2.2,18683000.0,1,1,0,0,1000,0,1,1,1920,1080
452,Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256,Nvidia GeForce 930MX,Windows 10,1.64,20043000.0,0,1,0,0,0,0,0,1,1920,1080
453,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Linux,2.4,7510600.0,1,0,0,0,0,0,0,0,1366,768
454,Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Xeon E3-1505M V6 3GHz,8,64,Nvidia Quadro M620,Windows 10,2.23,33881000.0,1,0,1,0,1000,0,0,1,1920,1080
455,MSI,GV62 7RD-1686NL,Gaming,15.6,1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,2.2,17471580.0,0,1,0,0,0,0,0,1,1920,1080
456,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,Intel Core i7 7660U 2.5GHz,16,512,Intel Iris Plus Graphics 640,Windows 10 S,1.25,44013000.0,0,1,0,0,0,1,0,0,2256,1504
457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128,Intel HD Graphics 620,Windows 10,1.91,10013000.0,0,1,0,0,0,0,0,0,1366,768
458,Dell,Precision 3520,Workstation,15.6,1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256,Nvidia Quadro M620,Windows 10,2.17,33575000.0,0,1,0,0,0,0,1,1,1920,1080
459,HP,ProBook 650,Workstation,15.6,1920x1080,Intel Core i7 7820HQ 2.9GHz,8,512,Intel HD Graphics 620,Windows 10,2.31,26078000.0,0,1,0,0,0,0,1,1,1920,1080
460,Lenovo,ThinkPad T470,Notebook,14.0,1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,1.65,22865000.0,0,1,0,0,0,0,0,1,1920,1080
461,Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U 1.8GHz,8,128,AMD Radeon 530,Windows 10,2.36,16643000.0,1,1,0,0,1000,0,0,1,1920,1080
